Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
974,18,Female,Senior,Computer Science,9752,5368,33216,5600,2680,1216,2368,784,688,616,656,216,Cash
975,19,Non-binary,Freshman,Computer Science,8304,6584,41688,4608,1656,736,2104,432,208,2160,984,1320,Credit/Debit Card
976,25,Male,Junior,Biology,11344,4080,30656,7808,2960,936,1744,712,712,2264,1480,480,Mobile Payment App
977,18,Female,Junior,Engineering,11080,104,35072,5424,2024,952,608,904,400,1832,592,1352,Mobile Payment App
978,23,Female,Freshman,Computer Science,4424,944,40240,7680,2432,1080,1696,840,432,1176,944,1464,Mobile Payment App
979,20,Male,Senior,Economics,8104,1816,32952,6440,2928,496,1528,1080,480,672,1208,1376,Mobile Payment App
980,18,Non-binary,Senior,Engineering,8152,4712,42856,6624,1976,520,896,464,736,1360,240,1008,Mobile Payment App
981,24,Non-binary,Junior,Computer Science,5352,56,35688,6624,2128,472,480,1032,216,1048,600,1320,Credit/Debit Card
982,19,Female,Freshman,Computer Science,7464,5584,33248,6240,2968,640,1880,672,656,2152,400,1360,Mobile Payment App
983,20,Female,Junior,Psychology,9328,5368,25952,4224,1312,936,1904,1016,448,1944,672,864,Cash
984,25,Non-binary,Freshman,Economics,9576,5216,35392,5096,1984,1488,1488,656,464,2032,928,216,Mobile Payment App
985,19,Female,Senior,Biology,7784,5560,37672,4440,912,744,1520,968,560,1520,1032,1424,Cash
986,23,Female,Junior,Computer Science,11048,5568,35096,5168,1368,1136,776,872,664,1728,704,1520,Cash
987,22,Male,Junior,Psychology,8656,1768,36192,4264,2208,1048,1936,872,168,1736,392,1456,Credit/Debit Card
988,23,Male,Senior,Engineering,9280,1344,27160,6480,840,1456,408,208,512,2232,592,840,Cash
989,22,Female,Junior,Computer Science,8088,6024,28184,3800,3136,1496,2384,792,584,1000,744,248,Cash
990,20,Non-binary,Senior,Psychology,11296,1240,44608,3544,2440,952,1088,960,328,2320,240,728,Mobile Payment App
991,24,Non-binary,Junior,Psychology,11128,2072,28576,6040,1088,440,688,496,528,1496,1224,184,Cash
992,20,Male,Freshman,Economics,10344,5376,45080,3480,3112,1536,696,184,512,536,616,1096,Credit/Debit Card
993,20,Male,Freshman,Psychology,11040,4752,29264,5912,2216,1496,736,1152,552,2264,544,168,Mobile Payment App
994,22,Male,Senior,Psychology,6112,2288,43440,4712,3096,488,544,368,768,688,368,680,Mobile Payment App
995,22,Female,Senior,Biology,10768,4160,29504,7752,1216,1552,1208,336,304,2016,520,1304,Cash
996,19,Female,Senior,Biology,11256,4480,27040,4064,2120,416,1648,320,784,2192,672,1080,Mobile Payment App
997,20,Male,Junior,Economics,7656,3144,27976,5784,2712,1112,552,896,368,2272,456,224,Mobile Payment App
998,22,Non-binary,Senior,Economics,9392,4896,29192,4344,1896,984,1600,1032,720,1520,808,520,Mobile Payment App
999,24,Non-binary,Sophomore,Computer Science,4328,5120,47720,4872,2160,1528,1720,1112,344,2248,704,1160,Cash
